0,1,15231.546211727817
0,2,18000.0
0,3,22360.679774997898
0,4,25000.0
0,5,20615.528128088303
0,6,11180.339887498949
0,7,21213.203435596428
0,8,26248.809496813377
0,9,32015.621187164244
0,10,25495.097567963923
0,11,33541.019662496845
0,12,15000.0
0,13,11180.339887498949
0,14,32015.621187164244
0,15,30413.8126514911
0,16,29154.759474226503
0,17,30413.8126514911
0,18,15811.388300841896
0,19,32015.621187164244
0,20,31622.776601683792
0,21,18027.756377319947
0,22,26925.82403567252
0,23,36055.512754639894
0,24,30000.0
0,25,33541.019662496845
0,26,11180.339887498949
0,27,5000.0
0,28,6324.555320336759
0,29,29832.867780352597
0,30,25495.097567963923
0,31,17464.24919657298
0,32,34000.0
0,33,24758.836806279895
0,34,36055.512754639894
0,35,41036.56905736639
0,36,41400.483088968904
0,37,21213.203435596428
0,38,42426.406871192856
0,39,33970.57550292606
0,40,11180.339887498949
0,41,28861.739379323622
0,42,25495.097567963923
0,43,34176.01498127012
0,44,31890.43743820395
0,45,29154.759474226503
0,46,35468.2957019364
0,47,34205.262752974144
0,48,27802.877548915687
0,49,43931.765272977595
0,50,16970.56274847714
0,51,26925.82403567252
0,52,11313.70849898476
0,53,4472.13595499958
0,54,22803.508501982757
0,55,30463.092423455633
0,56,29206.16373302047
0,57,23194.827009486402
0,58,9055.385138137417
0,59,17804.493814764857
0,60,18027.756377319947
0,61,25495.097567963923
0,62,25495.097567963923
0,63,34928.49839314596
0,64,46518.81339845203
0,65,49929.950931279716
0,66,40496.91346263317
0,67,43863.424398922616
0,68,21377.55832643195
0,69,12165.52506059644
0,70,21095.023109728987
0,71,39661.06403010388
0,72,22472.20505424423
0,73,20124.61179749811
0,74,24596.74775249769
0,75,27784.88797889961
0,76,15652.475842498528
0,77,19697.71560359221
0,78,31064.449134018134
0,79,25553.864678361275
0,80,21095.023109728987
0,81,27586.228448267444
0,82,23323.807579381202
0,83,21095.023109728987
0,84,24331.05012119288
0,85,23021.728866442674
0,86,35355.33905932738
0,87,18384.776310850233
0,88,19235.384061671342
0,89,9000.0
0,90,32249.030993194196
0,91,25612.496949731394
0,92,18384.776310850233
0,93,20248.456731316586
0,94,12041.594578792296
0,95,14866.068747318506
0,96,15264.337522473747
0,97,17204.650534085253
0,98,21260.2916254693
0,99,17492.8556845359
