0,1,27730.849247724094
0,2,20615.528128088303
0,3,29068.88370749727
0,4,25612.496949731394
0,5,15132.745950421557
0,6,25298.221281347036
0,7,26907.24809414742
0,8,11661.903789690601
0,9,23323.807579381202
0,10,16763.054614240213
0,11,19646.8827043885
0,12,38078.86552931954
0,13,30805.843601498727
0,14,39357.33730830886
0,15,36055.512754639894
0,16,40311.288741492746
0,17,33301.65161069343
0,18,35355.33905932738
0,19,39051.24837953327
0,20,10000.0
0,21,11661.903789690601
0,22,12165.52506059644
0,23,30528.675044947493
0,24,15000.0
0,25,24083.18915758459
0,26,34176.01498127012
0,27,17117.24276862369
0,28,36345.56369077249
0,29,20000.0
0,30,20615.528128088303
0,31,33541.019662496845
0,32,31622.776601683792
0,33,33526.109228480425
0,34,32388.26948140329
0,35,38078.86552931954
0,36,35355.33905932738
0,37,39293.765408777
0,38,41231.056256176606
0,39,40311.288741492746
0,40,32249.030993194196
0,41,18681.541692269406
0,42,19313.207915827967
0,43,16552.94535724685
0,44,31048.34939252005
0,45,22360.679774997898
0,46,25709.920264364882
0,47,18027.756377319947
0,48,10770.329614269007
0,49,31048.34939252005
0,50,22803.508501982757
0,51,25000.0
0,52,21213.203435596428
0,53,45177.427992306075
0,54,40049.96878900158
0,55,35057.09628591621
0,56,45000.0
0,57,35057.09628591621
0,58,45044.42251822083
0,59,40049.96878900158
0,60,45276.92569068709
0,61,22360.679774997898
0,62,18027.756377319947
0,63,14142.135623730952
0,64,21540.659228538014
0,65,25317.97780234433
0,66,16552.94535724685
0,67,12206.555615733701
0,68,20099.75124224178
0,69,15811.388300841896
0,70,58523.49955359813
0,71,57008.7712549569
0,72,23853.720883753125
0,73,55713.55310873648
0,74,19849.433241279206
0,75,15811.388300841896
0,76,52201.53254455275
0,77,32388.26948140329
0,78,39293.765408777
0,79,51078.37115648854
0,80,51478.150704935004
0,81,47434.164902525685
0,82,35355.33905932738
0,83,32388.26948140329
0,84,31048.34939252005
0,85,46173.58552246078
0,86,26476.404589747453
0,87,24331.05012119288
0,88,26925.82403567252
0,89,21260.2916254693
0,90,20615.528128088303
0,91,22360.679774997898
0,92,44204.07221060069
0,93,8246.211251235321
0,94,40607.8810084939
0,95,37202.15047547655
0,96,24166.091947189143
0,97,40311.288741492746
0,98,30805.843601498727
0,99,33541.019662496845
0,100,38078.86552931954
1,0,27730.849247724094
1,2,8602.325267042626
1,3,11661.903789690601
1,4,12041.594578792296
1,5,14142.135623730952
1,6,48836.461788299115
1,7,7810.249675906654
1,8,23430.74902771996
1,9,24515.301344262523
1,10,19235.384061671342
1,11,18027.756377319947
1,12,28792.360097775938
1,13,30000.0
1,14,31622.776601683792
1,15,32388.26948140329
1,16,33526.109228480425
1,17,34000.0
1,18,37000.0
1,19,37336.30940518894
1,20,33301.65161069343
1,21,29068.88370749727
1,22,33241.54027718932
1,23,39051.24837953327
1,24,36796.73898594819
1,25,31320.91952673165
1,26,45880.278987817845
1,27,37013.51104664349
1,28,52000.0
1,29,40607.8810084939
1,30,37735.92452822641
1,31,58000.0
1,32,54671.74773134658
1,33,56222.77118748239
1,34,53254.10782277739
1,35,61717.09649683789
1,36,55758.4074378026
1,37,61032.77807866851
1,38,62681.73577685928
1,39,60033.32407921454
1,40,59203.04046246274
1,41,46238.51208678757
1,42,47010.637094172635
1,43,44283.17965096906
1,44,58523.49955359813
1,45,50089.91914547278
1,46,53141.32102234569
1,47,45650.84884205331
1,48,38483.76280978771
1,49,55145.26271584895
1,50,50249.378105604446
1,51,52478.5670536077
1,52,48259.71404805462
1,53,70455.65981523415
1,54,65764.73218982953
1,55,60827.6253029822
1,56,71021.12361825882
1,57,61611.687202997455
1,58,71386.27319029899
1,59,66490.60083951715
1,60,72034.71385380802
1,61,45044.42251822083
1,62,40049.96878900158
1,63,35057.09628591621
1,64,45177.427992306075
1,65,50635.95560468866
1,66,40311.288741492746
1,67,35355.33905932738
1,68,46097.722286464435
1,69,40607.8810084939
1,70,62241.46527838174
1,71,58728.18744010409
1,72,45011.1097397076
1,73,60207.97289396147
1,74,40012.49804748511
1,75,12206.555615733701
1,76,55172.45689653489
1,77,36055.512754639894
1,78,43600.45871318328
1,79,57008.7712549569
1,80,59908.263203000635
1,81,51855.568649856694
1,82,30479.501308256342
1,83,28284.271247461904
1,84,24758.836806279895
1,85,44687.805943008665
1,86,24413.111231467403
