CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,40,50,0,2017/01/01 00:00:00,2017/01/03 08:30:00,0
1,52,75,10,2017/01/01 05:11:00,2017/01/01 07:51:00,90
2,45,70,30,2017/01/01 03:33:00,2017/01/01 06:13:00,90
3,62,69,10,2017/01/01 19:27:00,2017/01/01 22:07:00,90
4,60,66,10,2017/01/01 21:01:00,2017/01/01 23:41:00,90
5,42,65,10,2017/01/01 00:25:00,2017/01/01 03:05:00,90
6,16,42,20,2017/01/01 08:17:00,2017/01/01 10:57:00,90
7,58,70,20,2017/01/01 17:53:00,2017/01/01 20:33:00,90
8,34,60,20,2017/01/03 00:07:00,2017/01/03 02:47:00,90
9,28,70,10,2017/01/02 19:21:00,2017/01/02 22:01:00,90
10,35,66,10,2017/01/02 22:31:00,2017/01/03 01:11:00,90
11,35,69,10,2017/01/02 20:58:00,2017/01/02 23:38:00,90
12,25,85,20,2017/01/02 11:19:00,2017/01/02 13:59:00,90
13,22,75,30,2017/01/02 16:05:00,2017/01/02 18:45:00,90
14,22,85,10,2017/01/02 09:46:00,2017/01/02 12:26:00,90
15,20,80,40,2017/01/02 12:56:00,2017/01/02 15:36:00,90
16,20,85,40,2017/01/02 08:14:00,2017/01/02 10:54:00,90
17,18,75,20,2017/01/02 14:31:00,2017/01/02 17:11:00,90
18,15,75,20,2017/01/02 05:02:00,2017/01/02 07:42:00,90
19,15,80,10,2017/01/02 06:37:00,2017/01/02 09:17:00,90
20,30,50,10,2017/01/01 00:10:00,2017/01/01 02:50:00,90
21,30,56,20,2017/01/03 01:43:00,2017/01/03 04:23:00,90
22,28,52,20,2017/01/01 00:22:00,2017/01/01 03:02:00,90
23,14,66,10,2017/01/02 03:23:00,2017/01/02 06:03:00,90
24,25,50,10,2017/01/01 01:56:00,2017/01/01 04:36:00,90
25,22,66,40,2017/01/02 17:44:00,2017/01/02 20:24:00,90
26,8,62,10,2017/01/02 01:45:00,2017/01/02 04:25:00,90
27,23,52,10,2017/01/01 03:29:00,2017/01/01 06:09:00,90
28,4,55,20,2017/01/02 00:07:00,2017/01/02 02:47:00,90
29,20,50,10,2017/01/01 06:38:00,2017/01/01 09:18:00,90
30,20,55,10,2017/01/01 05:03:00,2017/01/01 07:43:00,90
31,10,35,20,2017/01/01 13:01:00,2017/01/01 15:41:00,90
32,10,40,30,2017/01/01 09:53:00,2017/01/01 12:33:00,90
33,8,40,40,2017/01/01 11:25:00,2017/01/01 14:05:00,90
34,8,45,20,2017/01/01 22:26:00,2017/01/02 01:06:00,90
35,5,35,10,2017/01/01 14:36:00,2017/01/01 17:16:00,90
36,5,45,10,2017/01/01 20:53:00,2017/01/01 23:33:00,90
37,2,40,20,2017/01/01 16:11:00,2017/01/01 18:51:00,90
38,0,40,30,2017/01/01 17:43:00,2017/01/01 20:23:00,90
39,0,45,20,2017/01/01 19:18:00,2017/01/01 21:58:00,90
40,36,18,10,2017/01/02 06:19:00,2017/01/02 08:59:00,90
41,35,32,10,2017/01/02 21:58:00,2017/01/03 00:38:00,90
42,33,32,20,2017/01/02 20:26:00,2017/01/02 23:06:00,90
43,33,35,10,2017/01/02 18:53:00,2017/01/02 21:33:00,90
44,32,20,10,2017/01/02 07:53:00,2017/01/02 10:33:00,90
45,30,30,10,2017/01/02 11:05:00,2017/01/02 13:45:00,90
46,34,25,30,2017/01/02 09:29:00,2017/01/02 12:09:00,90
47,30,35,10,2017/01/02 17:20:00,2017/01/02 20:00:00,90
48,36,40,10,2017/01/02 23:36:00,2017/01/03 02:16:00,90
49,48,20,10,2017/01/01 16:07:00,2017/01/01 18:47:00,90
50,26,32,10,2017/01/02 14:12:00,2017/01/02 16:52:00,90
51,25,30,10,2017/01/02 12:40:00,2017/01/02 15:20:00,90
52,25,35,10,2017/01/02 15:45:00,2017/01/02 18:25:00,90
53,44,5,20,2017/01/01 20:56:00,2017/01/01 23:36:00,90
54,42,10,40,2017/01/01 19:20:00,2017/01/01 22:00:00,90
55,42,15,10,2017/01/01 17:45:00,2017/01/01 20:25:00,90
56,40,5,30,2017/01/01 22:30:00,2017/01/02 01:10:00,90
57,38,15,40,2017/01/02 04:45:00,2017/01/02 07:25:00,90
58,38,5,30,2017/01/02 00:02:00,2017/01/02 02:42:00,90
59,38,10,10,2017/01/02 03:10:00,2017/01/02 05:50:00,90
